Time,Slope,Offset,LineType
1555270246.820918,-0.3221476510067122,275.7516778523491,LeftAvg
1555270246.820918,0.2957746478873244,81.87323943661939,RightAvg
1555270246.820918,0.6501969689521993,Maintain Course.
1555270247.396362,-0.321917808219178,275.41780821917814,LeftAvg
1555270247.396362,0.30188679245282973,79.05660377358518,RightAvg
1555270247.396362,0.4749580057310981,Maintain Course.
1555270247.505647,-0.3221476510067122,275.7516778523491,LeftAvg
1555270247.505647,0.3000000000000001,79.60000000000004,RightAvg
1555270247.505647,0.5474593461567319,Maintain Course.
1555270247.622931,-0.3250000000000002,275.725,LeftAvg
1555270247.622931,0.29104477611940316,83.9029850746269,RightAvg
1555270247.622931,0.8342017212372438,Maintain Course.
1555270247.694674,-0.3199999999999995,275.32,LeftAvg
1555270247.694674,0.30188679245282973,79.05660377358518,RightAvg
1555270247.694674,0.43781702433969444,Maintain Course.
1555270248.057827,-0.32413793103448246,275.85517241379296,LeftAvg
1555270248.057827,0.29824561403508754,80.54385964912291,RightAvg
1555270248.057827,0.627788363662289,Maintain Course.
1555270248.22556,-0.321917808219178,275.41780821917814,LeftAvg
1555270248.22556,0.30681818181818127,76.15909090909126,RightAvg
1555270248.22556,0.3675097841219578,Maintain Course.
1555270248.35425,-0.3221476510067122,275.7516778523491,LeftAvg
1555270248.35425,0.2941176470588249,82.58823529411686,RightAvg
1555270248.35425,0.696708311154976,Maintain Course.
1555270248.484354,-0.3225232621784348,275.1680350301041,LeftAvg
1555270248.484354,0.3008849557522125,79.12389380530966,RightAvg
1555270248.484354,0.5166372974883642,Maintain Course.
1555270248.606842,-0.3221476510067122,275.7516778523491,LeftAvg
1555270248.606842,0.300000000000001,79.79999999999953,RightAvg
1555270248.606842,0.5414412427293629,Maintain Course.
1555270248.732559,-0.321917808219178,275.41780821917814,LeftAvg
1555270248.732559,0.2932330827067665,82.92481203007547,RightAvg
1555270248.732559,0.7096929725872915,Maintain Course.
1555270248.946792,-0.3199999999999995,275.32,LeftAvg
1555270248.946792,0.29230769230769205,83.33846153846179,RightAvg
1555270248.946792,0.6984761290367711,Maintain Course.
1555270249.06814,-0.32478632478632513,275.68376068376085,LeftAvg
1555270249.06814,0.30188679245282973,79.05660377358518,RightAvg
1555270249.06814,0.5330178775703868,Maintain Course.
1555270249.256172,-0.3213921208409878,275.30404164115123,LeftAvg
1555270249.256172,0.29032258064516125,84.22580645161293,RightAvg
1555270249.256172,0.7792071120286618,Maintain Course.
1555270249.377147,-0.31999999999999923,275.6399999999998,LeftAvg
1555270249.377147,0.30681818181818127,76.15909090909126,RightAvg
1555270249.377147,0.3393959578715664,Maintain Course.
1555270249.510835,-0.32394366197183155,275.5211267605635,LeftAvg
1555270249.510835,0.30000000000000004,80.2,RightAvg
1555270249.510835,0.5547121419992035,Maintain Course.
1555270249.645055,-0.3221476510067122,275.7516778523491,LeftAvg
1555270249.645055,0.2941176470588249,82.58823529411686,RightAvg
1555270249.645055,0.696708311154976,Maintain Course.
1555270249.799537,-0.31885364095169494,275.41943042537866,LeftAvg
1555270249.799537,0.2941176470588249,82.58823529411686,RightAvg
1555270249.799537,0.6281746706778212,Maintain Course.
1555270249.929446,-0.321917808219178,275.41780821917814,LeftAvg
1555270249.929446,0.2868852459016391,85.76229508196731,RightAvg
1555270249.929446,0.8908841788538042,Maintain Course.
1555270250.058693,-0.3199999999999995,275.32,LeftAvg
1555270250.058693,0.2967032967032971,81.37362637362595,RightAvg
1555270250.058693,0.5767767041725813,Maintain Course.
1555270250.181494,-0.3199999999999995,275.32,LeftAvg
1555270250.181494,0.30681818181818127,76.15909090909126,RightAvg
1555270250.181494,0.33036880273055413,Maintain Course.
1555270250.313639,-0.3285714285714298,275.97142857142876,LeftAvg
1555270250.313639,0.30681818181818127,76.15909090909126,RightAvg
1555270250.313639,0.4988920522383029,Maintain Course.
1555270250.686126,-0.321917808219178,275.41780821917814,LeftAvg
1555270250.686126,0.2967032967032971,81.37362637362595,RightAvg
1555270250.686126,0.6139176855639891,Maintain Course.
1555270250.893023,-0.3238645231777754,275.5037459029188,LeftAvg
1555270250.893023,0.2972972972972971,80.7837837837839,RightAvg
1555270250.893023,0.6444746092614978,Maintain Course.
1555270251.077468,-0.3244998244998248,275.40663390663394,LeftAvg
1555270251.077468,0.2932330827067665,82.92481203007547,RightAvg
1555270251.077468,0.7550297487779929,Maintain Course.
1555270251.640475,-0.3199999999999995,275.32,LeftAvg
1555270251.640475,0.29268292682926905,83.17073170731668,RightAvg
1555270251.640475,0.6879444480388859,Maintain Course.
1555270251.945536,-0.32876712328767255,276.0958904109591,LeftAvg
1555270251.945536,0.2967032967032971,81.37362637362595,RightAvg
1555270251.945536,0.7520539664941797,Maintain Course.
1555270252.303989,-0.32268611670020153,275.56413480885317,LeftAvg
1555270252.303989,0.2972972972972971,80.7837837837839,RightAvg
1555270252.303989,0.625348448813512,Maintain Course.
1555270252.783057,-0.321917808219178,275.41780821917814,LeftAvg
1555270252.783057,0.2967032967032971,81.37362637362595,RightAvg
1555270252.783057,0.6139176855639891,Maintain Course.
1555270253.259528,-0.3199999999999995,275.32,LeftAvg
1555270253.259528,0.29007633587786247,84.6259541984734,RightAvg
1555270253.259528,0.7526390598829187,Maintain Course.
1555270253.498545,-0.32394366197183155,275.5211267605635,LeftAvg
1555270253.498545,0.29885057471264304,80.41379310344867,RightAvg
1555270253.498545,0.5945242108263021,Maintain Course.
1555270253.635109,-0.32394366197183155,275.5211267605635,LeftAvg
1555270253.635109,0.29629629629629595,81.85185185185205,RightAvg
1555270253.635109,0.6547631114789022,Maintain Course.
1555270253.721378,-0.321917808219178,275.41780821917814,LeftAvg
1555270253.721378,0.30681818181818127,76.15909090909126,RightAvg
1555270253.721378,0.3675097841219578,Maintain Course.
1555270253.831543,-0.321917808219178,275.41780821917814,LeftAvg
1555270253.831543,0.2972972972972971,80.7837837837839,RightAvg
1555270253.831543,0.6075956375191003,Maintain Course.
1555270253.940906,-0.3199999999999995,275.32,LeftAvg
1555270253.940906,0.2999999999999992,80.00000000000033,RightAvg
1555270253.940906,0.48483345736587374,Maintain Course.
1555270254.066132,-0.321917808219178,275.41780821917814,LeftAvg
1555270254.066132,0.2962962962962964,81.85185185185175,RightAvg
1555270254.066132,0.616007304809599,Maintain Course.
1555270254.174561,-0.3199999999999995,275.32,LeftAvg
1555270254.174561,0.3086419753086417,75.65432098765437,RightAvg
1555270254.174561,0.27492200981990517,Maintain Course.
1555270254.251676,-0.3199999999999995,275.32,LeftAvg
1555270254.251676,0.3000000000000004,79.8999999999997,RightAvg
1555270254.251676,0.48784250907952126,Maintain Course.
1555270254.335548,-0.3221476510067122,275.7516778523491,LeftAvg
1555270254.335548,0.29824561403508754,80.54385964912291,RightAvg
1555270254.335548,0.5897630731901715,Maintain Course.
1555270254.390207,-0.31999999999999923,275.6399999999998,LeftAvg
1555270254.390207,0.3000000000000004,79.8999999999997,RightAvg
1555270254.390207,0.49686966422053763,Maintain Course.
1555270254.471551,-0.3199999999999995,275.32,LeftAvg
1555270254.471551,0.29999999999999943,79.90000000000019,RightAvg
1555270254.471551,0.4878425090795459,Maintain Course.
1555270254.547005,-0.32394366197183155,275.5211267605635,LeftAvg
1555270254.547005,0.2967032967032971,81.37362637362595,RightAvg
1555270254.547005,0.6526734922332841,Maintain Course.
1555270254.631364,-0.321917808219178,275.41780821917814,LeftAvg
1555270254.631364,0.2972972972972971,80.7837837837839,RightAvg
1555270254.631364,0.6075956375191003,Maintain Course.
1555270254.711247,-0.32202191587133194,275.4255920820076,LeftAvg
1555270254.711247,0.2972972972972971,80.7837837837839,RightAvg
1555270254.711247,0.6096685288787425,Maintain Course.
1555270254.778808,-0.32394366197183155,275.5211267605635,LeftAvg
1555270254.778808,0.29885057471264304,80.41379310344867,RightAvg
1555270254.778808,0.5945242108263021,Maintain Course.
1555270254.846889,-0.321917808219178,275.41780821917814,LeftAvg
1555270254.846889,0.30681818181818127,76.15909090909126,RightAvg
1555270254.846889,0.3675097841219578,Maintain Course.
1555270254.939849,-0.3199999999999995,275.32,LeftAvg
1555270254.939849,0.29508196721311564,81.93442622950771,RightAvg
1555270254.939849,0.6262588879085499,Maintain Course.
1555270255.040526,-0.32394366197183155,275.5211267605635,LeftAvg
1555270255.040526,0.29629629629629595,81.85185185185205,RightAvg
1555270255.040526,0.6547631114789022,Maintain Course.
1555270255.124274,-0.321917808219178,275.41780821917814,LeftAvg
1555270255.124274,0.29629629629629595,81.85185185185205,RightAvg
1555270255.124274,0.6160073048096072,Maintain Course.
1555270255.196651,-0.3249513753820513,275.7449291469853,LeftAvg
1555270255.196651,0.2976190476190478,81.3809523809524,RightAvg
1555270255.196651,0.6390216218731807,Maintain Course.
1555270255.26419,-0.32004981320049786,275.4816313823164,LeftAvg
1555270255.26419,0.29230769230769205,83.33846153846179,RightAvg
1555270255.26419,0.7039336941341962,Maintain Course.
1555270255.327838,-0.321917808219178,275.41780821917814,LeftAvg
1555270255.327838,0.29629629629629595,81.85185185185205,RightAvg
1555270255.327838,0.6160073048096072,Maintain Course.
1555270255.396075,-0.32304347826086893,275.32304347826084,LeftAvg
1555270255.396075,0.2962962962962964,81.85185185185175,RightAvg
1555270255.396075,0.6333497000474387,Maintain Course.
1555270255.456498,-0.3199999999999995,275.32,LeftAvg
1555270255.456498,0.3000000000000004,79.8999999999997,RightAvg
1555270255.456498,0.48784250907952126,Maintain Course.
1555270255.515568,-0.3199999999999995,275.32,LeftAvg
1555270255.515568,0.29629629629629595,81.85185185185205,RightAvg
1555270255.515568,0.5788663234181995,Maintain Course.
1555270255.57174,-0.3271742593182556,275.6758521822238,LeftAvg
1555270255.57174,0.2982456140350876,80.35087719298267,RightAvg
1555270255.57174,0.6814447351905253,Maintain Course.
1555270255.641405,-0.3199999999999995,275.32,LeftAvg
1555270255.641405,0.29824561403508754,80.54385964912291,RightAvg
1555270255.641405,0.5391733912539856,Maintain Course.
1555270255.70621,-0.3214285714285711,275.66071428571433,LeftAvg
1555270255.70621,0.29230769230769205,83.33846153846179,RightAvg
1555270255.70621,0.733707109517721,Maintain Course.
1555270255.78625,-0.3199999999999995,275.32,LeftAvg
1555270255.78625,0.3000000000000004,79.8999999999997,RightAvg
1555270255.78625,0.48784250907952126,Maintain Course.
1555270255.995427,-0.32467532467532484,275.5584415584416,LeftAvg
1555270255.995427,0.29508196721311564,81.93442622950771,RightAvg
1555270255.995427,0.7160339457860511,Maintain Course.
1555270256.074936,-0.3199999999999995,275.32,LeftAvg
1555270256.074936,0.2967032967032971,81.37362637362595,RightAvg
1555270256.074936,0.5767767041725813,Maintain Course.
1555270256.161108,-0.32394366197183155,275.5211267605635,LeftAvg
1555270256.161108,0.30000000000000004,80.2,RightAvg
1555270256.161108,0.5547121419992035,Maintain Course.
1555270256.278222,-0.3199999999999995,275.32,LeftAvg
1555270256.278222,0.2962962962962964,81.85185185185175,RightAvg
1555270256.278222,0.5788663234181913,Maintain Course.
1555270256.331334,-0.321917808219178,275.41780821917814,LeftAvg
1555270256.331334,0.2941176470588249,82.58823529411686,RightAvg
1555270256.331334,0.6832596106101977,Maintain Course.
1555270256.40551,-0.321917808219178,275.41780821917814,LeftAvg
1555270256.40551,0.29508196721311564,81.93442622950771,RightAvg
1555270256.40551,0.6633998692999534,Maintain Course.
1555270256.477312,-0.321917808219178,275.41780821917814,LeftAvg
1555270256.477312,0.3086419753086417,75.65432098765437,RightAvg
1555270256.477312,0.31206299121130876,Maintain Course.
1555270256.566644,-0.3199999999999995,275.32,LeftAvg
1555270256.566644,0.2967032967032971,81.37362637362595,RightAvg
1555270256.566644,0.5767767041725813,Maintain Course.
1555270256.626443,-0.3252032520325198,275.7642276422763,LeftAvg
1555270256.626443,0.30188679245282973,79.05660377358518,RightAvg
1555270256.626443,0.5425320239755748,Maintain Course.
1555270256.699637,-0.3199999999999995,275.32,LeftAvg
1555270256.699637,0.2982456140350876,80.35087719298267,RightAvg
1555270256.699637,0.5450144916393491,Maintain Course.
1555270256.779325,-0.32394366197183155,275.5211267605635,LeftAvg
1555270256.779325,0.2972972972972971,80.7837837837839,RightAvg
1555270256.779325,0.6463514441883974,Maintain Course.
1555270256.864193,-0.3238645231777754,275.5037459029188,LeftAvg
1555270256.864193,0.2957746478873241,81.69014084507026,RightAvg
1555270256.864193,0.679215479046646,Maintain Course.
1555270256.918734,-0.321917808219178,275.41780821917814,LeftAvg
1555270256.918734,0.3000000000000004,79.8999999999997,RightAvg
1555270256.918734,0.524983490470929,Maintain Course.
1555270257.001625,-0.321917808219178,275.41780821917814,LeftAvg
1555270257.001625,0.2967032967032971,81.37362637362595,RightAvg
1555270257.001625,0.6139176855639891,Maintain Course.
1555270257.071197,-0.321917808219178,275.41780821917814,LeftAvg
1555270257.071197,0.2972972972972971,80.7837837837839,RightAvg
1555270257.071197,0.6075956375191003,Maintain Course.
1555270257.145194,-0.3237496017840083,275.33681108633334,LeftAvg
1555270257.145194,0.2976190476190472,81.26190476190506,RightAvg
1555270257.145194,0.610189941064429,Maintain Course.
1555270257.218659,-0.321917808219178,275.41780821917814,LeftAvg
1555270257.218659,0.2967032967032971,81.37362637362595,RightAvg
1555270257.218659,0.6139176855639891,Maintain Course.
1555270257.287912,-0.32394366197183155,275.5211267605635,LeftAvg
1555270257.287912,0.2962962962962964,81.85185185185175,RightAvg
1555270257.287912,0.654763111478894,Maintain Course.
1555270257.368275,-0.31999999999999934,275.6399999999999,LeftAvg
1555270257.368275,0.2941176470588249,82.58823529411686,RightAvg
1555270257.368275,0.6551457843598104,Maintain Course.
1555270257.449419,-0.32394366197183155,275.5211267605635,LeftAvg
1555270257.449419,0.29885057471264304,80.41379310344867,RightAvg
1555270257.449419,0.5945242108263021,Maintain Course.
1555270257.584159,-0.3199999999999995,275.32,LeftAvg
1555270257.584159,0.29885057471264304,80.41379310344867,RightAvg
1555270257.584159,0.5186274227655995,Maintain Course.
1555270257.718677,-0.321917808219178,275.41780821917814,LeftAvg
1555270257.718677,0.2976190476190472,81.26190476190506,RightAvg
1555270257.718677,0.5799889557969211,Maintain Course.
1555270257.792479,-0.321917808219178,275.41780821917814,LeftAvg
1555270257.792479,0.29885057471264304,80.41379310344867,RightAvg
1555270257.792479,0.5557684041570071,Maintain Course.
1555270257.911487,-0.32359939433268436,275.50616482803366,LeftAvg
1555270257.911487,0.2962962962962964,81.85185185185175,RightAvg
1555270257.911487,0.6482836982459699,Maintain Course.
1555270257.99836,-0.3221476510067122,275.7516778523491,LeftAvg
1555270257.99836,0.2941176470588249,82.58823529411686,RightAvg
1555270257.99836,0.696708311154976,Maintain Course.
1555270258.060294,-0.321917808219178,275.41780821917814,LeftAvg
1555270258.060294,0.2916666666666668,83.91666666666666,RightAvg
1555270258.060294,0.7446442655691953,Maintain Course.
1555270258.126767,-0.321917808219178,275.41780821917814,LeftAvg
1555270258.126767,0.3000000000000004,79.8999999999997,RightAvg
1555270258.126767,0.524983490470929,Maintain Course.
1555270258.201965,-0.3199999999999995,275.32,LeftAvg
1555270258.201965,0.2909090909090904,84.29090909090928,RightAvg
1555270258.201965,0.7278143832451134,Maintain Course.
1555270258.273991,-0.3199999999999995,275.32,LeftAvg
1555270258.273991,0.29885057471264304,80.41379310344867,RightAvg
1555270258.273991,0.5186274227655995,Maintain Course.
1555270258.340309,-0.321917808219178,275.41780821917814,LeftAvg
1555270258.340309,0.3000000000000004,79.8999999999997,RightAvg
1555270258.340309,0.524983490470929,Maintain Course.
1555270258.426663,-0.321917808219178,275.41780821917814,LeftAvg
1555270258.426663,0.3000000000000004,79.8999999999997,RightAvg
1555270258.426663,0.524983490470929,Maintain Course.
1555270258.479592,-0.3226861167002014,275.56413480885317,LeftAvg
1555270258.479592,0.29885057471264304,80.41379310344867,RightAvg
1555270258.479592,0.5735212154514148,Maintain Course.
1555270258.545096,-0.3221476510067122,275.7516778523491,LeftAvg
1555270258.545096,0.2967032967032971,81.37362637362595,RightAvg
1555270258.545096,0.6273663861087673,Maintain Course.
1555270258.633823,-0.3225,275.77250000000004,LeftAvg
1555270258.633823,0.29885057471264304,80.41379310344867,RightAvg
1555270258.633823,0.5760530753826921,Maintain Course.
1555270258.698583,-0.3199999999999995,275.32,LeftAvg
1555270258.698583,0.2976190476190472,81.26190476190506,RightAvg
1555270258.698583,0.5428479744055134,Maintain Course.
1555270258.77379,-0.3261509354635282,276.26056338028184,LeftAvg
1555270258.77379,0.3000000000000004,79.8999999999997,RightAvg
1555270258.77379,0.6227680048799866,Maintain Course.
1555270258.840172,-0.321917808219178,275.41780821917814,LeftAvg
1555270258.840172,0.29487179487179455,82.11538461538477,RightAvg
1555270258.840172,0.6665397493490381,Maintain Course.
1555270258.914272,-0.3237496017840083,275.33681108633334,LeftAvg
1555270258.914272,0.30681818181818127,76.15909090909126,RightAvg
1555270258.914272,0.3977107693894678,Maintain Course.
1555270258.98181,-0.32517482517482466,275.74195804195807,LeftAvg
1555270258.98181,0.3000000000000004,79.8999999999997,RightAvg
1555270258.98181,0.5914436742504264,Maintain Course.
1555270259.060204,-0.3221476510067122,275.7516778523491,LeftAvg
1555270259.060204,0.2967032967032971,81.37362637362595,RightAvg
1555270259.060204,0.6273663861087673,Maintain Course.
1555270259.129417,-0.3221476510067122,275.7516778523491,LeftAvg
1555270259.129417,0.29850746268656747,80.20895522388041,RightAvg
1555270259.129417,0.5892851649768113,Maintain Course.
1555270259.185789,-0.32394366197183155,275.5211267605635,LeftAvg
1555270259.185789,0.30000000000000004,80.2,RightAvg
1555270259.185789,0.5547121419992035,Maintain Course.
1555270259.262173,-0.3221476510067122,275.7516778523491,LeftAvg
1555270259.262173,0.30000000000000004,80.2,RightAvg
1555270259.262173,0.5294050358746868,Maintain Course.
1555270259.327065,-0.3226861167002014,275.56413480885317,LeftAvg
1555270259.327065,0.2962962962962964,81.85185185185175,RightAvg
1555270259.327065,0.6337601161040066,Maintain Course.
1555270259.389977,-0.3199999999999995,275.32,LeftAvg
1555270259.389977,0.30188679245282973,79.05660377358518,RightAvg
1555270259.389977,0.43781702433969444,Maintain Course.
1555270259.465707,-0.321917808219178,275.41780821917814,LeftAvg
1555270259.465707,0.2962962962962964,81.85185185185175,RightAvg
1555270259.465707,0.616007304809599,Maintain Course.
1555270259.533727,-0.321917808219178,275.41780821917814,LeftAvg
1555270259.533727,0.29629629629629595,81.85185185185205,RightAvg
1555270259.533727,0.6160073048096072,Maintain Course.
1555270259.603744,-0.32394366197183155,275.5211267605635,LeftAvg
1555270259.603744,0.3052631578947357,76.54736842105329,RightAvg
1555270259.603744,0.4553096750440406,Maintain Course.
1555270259.686851,-0.3199999999999995,275.32,LeftAvg
1555270259.686851,0.30000000000000004,80.2,RightAvg
1555270259.686851,0.4788153539385008,Maintain Course.
1555270259.741628,-0.3239013266998346,275.60851990049747,LeftAvg
1555270259.741628,0.30000000000000004,80.2,RightAvg
1555270259.741628,0.5564030302032122,Maintain Course.
1555270259.827905,-0.3250000000000002,275.725,LeftAvg
1555270259.827905,0.2972972972972971,80.7837837837839,RightAvg
1555270259.827905,0.6705345587969537,Maintain Course.
1555270259.878992,-0.3221476510067122,275.7516778523491,LeftAvg
1555270259.878992,0.29885057471264304,80.41379310344867,RightAvg
1555270259.878992,0.5692171047017854,Maintain Course.
1555270259.960685,-0.321917808219178,275.41780821917814,LeftAvg
1555270259.960685,0.29824561403508754,80.54385964912291,RightAvg
1555270259.960685,0.5763143726453933,Maintain Course.
1555270260.016817,-0.32394366197183155,275.5211267605635,LeftAvg
1555270260.016817,0.29629629629629595,81.85185185185205,RightAvg
1555270260.016817,0.6547631114789022,Maintain Course.
1555270260.083616,-0.32378472222222204,275.59895833333326,LeftAvg
1555270260.083616,0.2962962962962964,81.85185185185175,RightAvg
1555270260.083616,0.654135977259964,Maintain Course.
1555270260.153463,-0.3199999999999995,275.32,LeftAvg
1555270260.153463,0.3000000000000001,79.60000000000004,RightAvg
1555270260.153463,0.49686966422054585,Maintain Course.
1555270260.220539,-0.3199999999999995,275.32,LeftAvg
1555270260.220539,0.29629629629629595,81.85185185185205,RightAvg
1555270260.220539,0.5788663234181995,Maintain Course.
1555270260.296487,-0.321917808219178,275.41780821917814,LeftAvg
1555270260.296487,0.29824561403508754,80.54385964912291,RightAvg
1555270260.296487,0.5763143726453933,Maintain Course.
1555270260.373363,-0.3199999999999995,275.32,LeftAvg
1555270260.373363,0.29629629629629595,81.85185185185205,RightAvg
1555270260.373363,0.5788663234181995,Maintain Course.
1555270260.439944,-0.3199999999999995,275.32,LeftAvg
1555270260.439944,0.3000000000000004,79.8999999999997,RightAvg
1555270260.439944,0.48784250907952126,Maintain Course.
1555270260.514045,-0.3243243243243242,275.86486486486484,LeftAvg
1555270260.514045,0.30188679245282973,79.05660377358518,RightAvg
1555270260.514045,0.5299692330709925,Maintain Course.
1555270260.578225,-0.32374100719424515,275.48201438848935,LeftAvg
1555270260.578225,0.29629629629629595,81.85185185185205,RightAvg
1555270260.578225,0.6501056227394743,Maintain Course.
1555270260.648477,-0.3199999999999995,275.32,LeftAvg
1555270260.648477,0.2962962962962964,81.85185185185175,RightAvg
1555270260.648477,0.5788663234181913,Maintain Course.
1555270260.733779,-0.3259220231822957,276.1815595363539,LeftAvg
1555270260.733779,0.2916666666666668,83.91666666666666,RightAvg
1555270260.733779,0.8362799717567602,Maintain Course.
